timestamp,date,time,client_ip,country,method,uri_stem,status_code,user_agent,sales_rep,product,cost,users,conversion,time_to_convert,industry,job_type,customer_type,device_type,session_duration,pages_per_visit,os,browser_version,network_type,screen_resolution,bounce_rate,lead_source,funnel_stage,ai_interaction_depth,ai_success_rate,ai_query_type,feedback_rating,data_complete,country_code
2025-03-09T21:18:09.798067,2025-03-09,21:18:09,76.113.128.185,CA,GET,/download/whitepaper,500,Opera/9.71.(Windows CE; ko-KR) Presto/2.9.172 Version/11.00,No Representative,Rapid Prototyping Suite,1429.38,49,False,-1.0,Tech,,New Visitor,Mobile,283,2,Android,Chrome 80.0.2470.0,Cellular,1366x768,False,Paid Ads,Awareness,0.0,0.0,N/A,-1.0,True,Canada
2025-01-24T23:02:58.936342,2025-01-24,23:02:58,128.57.130.211,GB,GET,/pricing,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.1),Jessica Williams,Rapid Prototyping Suite,865.84,61,False,-1.0,Education,,Returning Visitor,Mobile,424,5,Windows,Chrome 106.0.3028.0,Fiber,1920x1080,False,Direct,Consideration,0.0,0.0,N/A,-1.0,True,United Kingdom
2024-12-31T01:46:52.165630,2024-12-31,01:46:52,143.3.78.223,US,POST,/submit_job/engineering,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/25.0.877.0 Safari/533.1",No Representative,Rapid Prototyping Suite,1288.89,55,False,-1.0,Tech,engineering,New Visitor,Mobile,124,7,Windows,Chrome 80.0.3973.0,Fiber,2560x1440,False,Referral,Consideration,0.0,0.0,N/A,-1.0,True,United States
2025-02-03T13:54:14.527655,2025-02-03,13:54:14,173.239.95.136,IN,GET,/request_demo,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/32.0.823.0 Safari/531.1",No Representative,AI Virtual Assistant,434.22,38,False,-1.0,Healthcare,,New Visitor,Desktop,91,4,Windows,Chrome 88.0.2183.0,Wi-Fi,1440x900,False,Referral,Decision,0.0,0.0,N/A,-1.0,False,India
2025-02-11T00:38:16.385413,2025-02-11,00:38:16,185.120.5.252,AU,GET,/pricing,200,Mozilla/5.0 (Android 4.4.2; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,No Representative,AI-Powered Troubleshooting,1004.05,50,False,-1.0,Tech,,New Visitor,Mobile,396,4,Windows,Chrome 117.0.1032.0,Cellular,1366x768,False,Social Media,Consideration,0.0,0.0,N/A,-1.0,False,Australia
2025-04-17T21:02:51.242050,2025-04-17,21:02:51,170.109.147.45,AU,POST,/virtual_assistant,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),No Representative,DEX Analytics Platform,2057.79,49,False,-1.0,Healthcare,,New Visitor,Tablet,411,4,macOS,Chrome 84.0.3989.0,Wi-Fi,2560x1440,False,Organic Search,Consideration,0.7533621607106031,0.8315898160664039,Product Info,5.0,True,Australia
2025-04-17T08:25:40.318704,2025-04-17,08:25:40,71.196.197.32,IN,GET,/virtual_assistant,200,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.1),No Representative,AI Virtual Assistant,412.53,50,False,-1.0,Tech,,New Visitor,Mobile,154,7,Windows,Chrome 89.0.2578.0,Cellular,1366x768,False,Organic Search,Consideration,0.4064083029497351,0.7180602787152314,Technical Support,5.0,True,India
2025-03-30T10:17:30.917878,2025-03-30,10:17:30,117.41.113.33,DE,GET,/contact,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),Emily Rodriguez,DEX Analytics Platform,2458.04,51,False,-1.0,Retail,,Returning Visitor,Mobile,501,4,Windows,Chrome 97.0.2924.0,Fiber,1366x768,False,Paid Ads,Decision,0.0,0.0,N/A,-1.0,True,Germany
2025-03-17T00:13:28.580468,2025-03-17,00:13:28,147.169.12.108,AU,POST,/virtual_assistant,500,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.1),No Representative,AI-Powered Troubleshooting,1012.64,59,False,-1.0,Healthcare,,Returning Visitor,Desktop,467,3,iOS,Chrome 118.0.3736.0,Cellular,1366x768,False,Referral,Consideration,0.6835310224531993,0.9837074764729976,Technical Support,3.0,True,Australia
2025-03-14T18:52:18.288946,2025-03-14,18:52:18,62.64.43.91,BW,POST,/pricing,404,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.12.6 (KHTML, like Gecko) Version/5.0.2 Safari/532.12.6",Jessica Williams,AI Virtual Assistant,629.05,49,True,25.0,Tech,,Returning Visitor,Mobile,278,5,Windows,Chrome 104.0.2658.0,Cellular,2560x1440,False,Organic Search,Consideration,0.0,0.0,N/A,-1.0,True,Botswana
2025-05-21T10:56:56.722299,2025-05-21,10:56:56,5.118.71.81,CN,POST,/submit_job/engineering,404,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/17.0f3803.0 Mobile/71E607 Safari/534.2",No Representative,DEX Analytics Platform,1691.19,50,False,-1.0,Healthcare,engineering,Returning Visitor,Desktop,228,4,macOS,Chrome 96.0.3707.0,Cellular,1440x900,False,Social Media,Decision,0.0,0.0,N/A,-1.0,True,China
2024-11-22T18:04:00.644174,2024-11-22,18:04:00,59.104.221.73,US,GET,/submit_job/design,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/13.8p1025.0 Mobile/35O396 Safari/535.0",No Representative,AI-Powered Troubleshooting,892.68,44,True,12.0,Tech,engineering,New Visitor,Mobile,167,4,macOS,Chrome 88.0.3595.0,Fiber,1366x768,False,Direct,Awareness,0.0,0.0,N/A,-1.0,True,United States
2025-03-10T23:20:17.152726,2025-03-10,23:20:17,23.80.178.227,AU,GET,/contact,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/53.0.877.0 Safari/532.1",Emily Rodriguez,AI Virtual Assistant,363.72,43,False,-1.0,Healthcare,,New Visitor,Mobile,233,2,Windows,Chrome 116.0.2443.0,Cellular,1440x900,False,Organic Search,Decision,0.0,0.0,N/A,-1.0,True,Australia
2024-11-30T06:25:55.281472,2024-11-30,06:25:55,39.171.16.134,CA,POST,/submit_job/prototyping,200,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/50.0.803.0 Safari/531.2",No Representative,AI Virtual Assistant,554.41,43,False,-1.0,Finance,design,New Visitor,Desktop,285,6,Windows,Chrome 81.0.2023.0,Wi-Fi,1440x900,False,Paid Ads,Awareness,0.0,0.0,N/A,-1.0,True,Canada
2025-02-27T09:21:20.622159,2025-02-27,09:21:20,170.3.78.34,US,GET,/request_demo,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; is-IS) AppleWebKit/532.46.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.46.5",Sarah Johnson,DEX Analytics Platform,2440.61,56,False,-1.0,Finance,,New Visitor,Tablet,278,1,Windows,Chrome 92.0.3333.0,Cellular,1920x1080,True,Organic Search,Decision,0.0,0.0,N/A,-1.0,True,United States
2025-02-14T04:32:49.402174,2025-02-14,04:32:49,19.197.25.120,IN,GET,/download/whitepaper,200,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),No Representative,AI-Powered Troubleshooting,1006.51,56,False,-1.0,Tech,,Returning Visitor,Mobile,140,3,Windows,Chrome 105.0.1748.0,Fiber,1920x1080,False,Referral,Awareness,0.0,0.0,N/A,-1.0,True,India
2025-03-17T07:06:39.058117,2025-03-17,07:06:39,212.11.120.161,BW,GET,/submit_job/design,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_7 rv:4.0; el-CY) AppleWebKit/534.1.4 (KHTML, like Gecko) Version/4.0.1 Safari/534.1.4",No Representative,DEX Analytics Platform,2177.55,41,False,-1.0,Finance,engineering,Returning Visitor,Desktop,146,2,macOS,Chrome 106.0.3329.0,Fiber,1920x1080,False,Organic Search,Consideration,0.0,0.0,N/A,-1.0,True,Botswana
2025-03-17T17:35:31.352511,2025-03-17,17:35:31,170.156.220.243,BW,GET,/submit_job/engineering,500,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.0),No Representative,AI-Powered Troubleshooting,1067.21,45,True,16.0,Tech,prototyping,Returning Visitor,Desktop,79,5,Windows,Chrome 83.0.2372.0,Fiber,1366x768,False,Organic Search,Decision,0.0,0.0,N/A,-1.0,True,Botswana
2025-05-04T21:49:52.157268,2025-05-04,21:49:52,6.2.59.39,US,POST,/contact,404,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.11.3 (KHTML, like Gecko) Version/4.1 Safari/535.11.3",David Kim,AI-Powered Troubleshooting,930.61,47,True,1.0,Tech,,Returning Visitor,Tablet,172,6,Windows,Chrome 104.0.4883.0,Wi-Fi,1440x900,False,Paid Ads,Decision,0.0,0.0,N/A,-1.0,True,United States
2024-12-31T21:29:27.700464,2024-12-31,21:29:27,163.165.139.124,BR,GET,/request_demo,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5 rv:3.0; kn-IN) AppleWebKit/531.12.2 (KHTML, like Gecko) Version/5.1 Safari/531.12.2",No Representative,DEX Analytics Platform,1625.57,58,False,-1.0,Finance,,New Visitor,Desktop,225,4,macOS,Chrome 93.0.4816.0,Wi-Fi,2560x1440,False,Social Media,Decision,0.0,0.0,N/A,-1.0,False,Brazil
2024-08-30T05:52:16.662642,2024-08-30,05:52:16,137.52.110.237,GB,POST,/virtual_assistant,200,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2719-07-12 10:07:11 Firefox/3.6.2,No Representative,AI-Powered Troubleshooting,965.38,55,False,-1.0,Healthcare,,New Visitor,Desktop,79,2,iOS,Chrome 102.0.1883.0,Wi-Fi,1440x900,False,Referral,Consideration,0.908967947111522,0.8070800178815948,Technical Support,4.0,True,United Kingdom
2024-12-20T00:36:37.668824,2024-12-20,00:36:37,153.208.141.207,DE,POST,/download/whitepaper,500,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/24.0.811.0 Safari/536.1",No Representative,DEX Analytics Platform,2188.13,53,True,14.0,Finance,,Returning Visitor,Desktop,131,3,Windows,Chrome 94.0.3508.0,Cellular,1366x768,False,Direct,Awareness,0.0,0.0,N/A,-1.0,True,Germany
2025-01-13T13:49:08.280283,2025-01-13,13:49:08,141.96.191.247,BW,GET,/request_demo,200,Opera/8.45.(Windows NT 11.0; ff-SN) Presto/2.9.190 Version/12.00,Jessica Williams,DEX Analytics Platform,1455.56,58,False,-1.0,Finance,,New Visitor,Tablet,239,3,Android,Chrome 90.0.2200.0,Wi-Fi,1366x768,False,Organic Search,Decision,0.0,0.0,N/A,-1.0,True,Botswana
2025-04-20T20:06:13.808580,2025-04-20,20:06:13,32.52.107.160,CN,GET,/contact,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/16.7z5013.0 Mobile/27V039 Safari/531.1",No Representative,DEX Analytics Platform,2967.4,36,False,-1.0,Retail,,New Visitor,Mobile,32,3,Android,Chrome 102.0.1257.0,Cellular,2560x1440,False,Referral,Decision,0.0,0.0,N/A,-1.0,False,China
2024-12-23T03:24:53.336967,2024-12-23,03:24:53,15.95.124.224,BW,POST,/virtual_assistant,200,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/45.0.839.0 Safari/532.2",No Representative,AI Virtual Assistant,833.04,40,False,-1.0,Tech,,New Visitor,Mobile,186,4,Windows,Chrome 120.0.4224.0,Wi-Fi,1440x900,False,Organic Search,Consideration,0.6720954913087307,0.8541910070307434,Product Info,5.0,True,Botswana
2024-12-09T09:08:58.774600,2024-12-09,09:08:58,54.233.164.32,US,POST,/submit_job/engineering,500,Opera/8.48.(Windows NT 6.0; sk-SK) Presto/2.9.167 Version/10.00,No Representative,Rapid Prototyping Suite,2070.63,58,False,-1.0,Tech,engineering,New Visitor,Mobile,71,5,Android,Chrome 96.0.1720.0,Wi-Fi,1366x768,False,Referral,Consideration,0.0,0.0,N/A,-1.0,True,United States
2025-01-28T09:43:39.311593,2025-01-28,09:43:39,128.39.106.255,GB,POST,/submit_job/design,200,Opera/9.44.(Windows NT 6.0; vi-VN) Presto/2.9.168 Version/10.00,No Representative,Rapid Prototyping Suite,827.79,55,True,28.0,Tech,engineering,New Visitor,Desktop,118,2,macOS,Chrome 81.0.2509.0,Fiber,1920x1080,False,Paid Ads,Decision,0.0,0.0,N/A,-1.0,True,United Kingdom
2024-12-30T15:49:29.645282,2024-12-30,15:49:29,76.90.7.224,BW,GET,/request_demo,200,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.20.3 (KHTML, like Gecko) Version/4.0 Safari/535.20.3",Jessica Williams,Rapid Prototyping Suite,1479.31,55,False,-1.0,Tech,,New Visitor,Mobile,195,4,macOS,Chrome 108.0.4525.0,Cellular,1440x900,False,Paid Ads,Decision,0.0,0.0,N/A,-1.0,True,Botswana
2025-03-26T11:59:27.262407,2025-03-26,11:59:27,69.101.178.133,BW,GET,/request_demo,500,Opera/8.67.(X11; Linux i686; tcy-IN) Presto/2.9.165 Version/10.00,Jessica Williams,DEX Analytics Platform,2222.42,52,True,17.0,Finance,,Returning Visitor,Desktop,146,3,Windows,Chrome 116.0.1405.0,Wi-Fi,1920x1080,False,Referral,Decision,0.0,0.0,N/A,-1.0,True,Botswana
2025-04-19T02:34:20.784021,2025-04-19,02:34:20,57.251.99.200,US,GET,/virtual_assistant,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/13.5s6433.0 Mobile/56C917 Safari/532.2",No Representative,Rapid Prototyping Suite,1670.55,43,False,-1.0,Tech,,Returning Visitor,Mobile,183,4,Windows,Chrome 87.0.2819.0,Fiber,1440x900,False,Organic Search,Consideration,1.0,0.8305108566252548,Recommendations,2.0,True,United States
2024-10-02T19:10:03.971909,2024-10-02,19:10:03,54.191.23.30,IN,POST,/virtual_assistant,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.0),No Representative,Rapid Prototyping Suite,1575.64,45,True,9.0,Tech,,Returning Visitor,Desktop,22,5,Windows,Chrome 88.0.2627.0,Fiber,2560x1440,False,Organic Search,Consideration,0.6205089180722108,0.8768394168002593,Product Info,5.0,True,India
2025-03-21T12:19:18.075779,2025-03-21,12:19:18,126.74.197.196,JP,POST,/submit_job/engineering,200,Mozilla/5.0 (Windows NT 6.2; sv-FI; rv:1.9.0.20) Gecko/7139-07-01 04:05:17 Firefox/3.8,No Representative,AI Virtual Assistant,699.23,42,False,-1.0,Tech,design,New Visitor,Desktop,228,7,Windows,Chrome 120.0.1942.0,Wi-Fi,1920x1080,False,Referral,Consideration,0.0,0.0,N/A,-1.0,True,Japan
2024-11-09T07:51:09.312596,2024-11-09,07:51:09,82.221.68.182,GB,GET,/virtual_assistant,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7 rv:2.0; gez-ER) AppleWebKit/531.48.3 (KHTML, like Gecko) Version/5.0 Safari/531.48.3",No Representative,DEX Analytics Platform,2958.06,53,False,-1.0,Healthcare,,New Visitor,Mobile,327,2,Windows,Chrome 80.0.1328.0,Cellular,1366x768,False,Paid Ads,Consideration,0.5531400205489928,0.8005743191438138,Recommendations,5.0,True,United Kingdom
2025-05-02T01:04:54.046445,2025-05-02,01:04:54,123.155.150.185,AU,GET,/virtual_assistant,200,Mozilla/5.0 (Windows 98; Win 9x 4.90; gez-ER; rv:1.9.1.20) Gecko/2150-11-12 23:26:03 Firefox/3.8,No Representative,Rapid Prototyping Suite,1609.91,53,False,-1.0,Tech,,New Visitor,Desktop,175,6,Windows,Chrome 119.0.1702.0,Fiber,1920x1080,False,Referral,Consideration,0.4177091989160338,0.9562005069144583,Technical Support,4.0,True,Australia
2024-12-03T22:29:42.464898,2024-12-03,22:29:42,49.188.137.143,BW,POST,/contact,200,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/43.0.878.0 Safari/536.1",Jessica Williams,Rapid Prototyping Suite,971.15,64,True,24.0,Education,,Returning Visitor,Desktop,116,1,macOS,Chrome 87.0.1001.0,Cellular,1920x1080,True,Paid Ads,Decision,0.0,0.0,N/A,-1.0,True,Botswana
2025-03-01T07:07:56.908530,2025-03-01,07:07:56,201.35.156.163,CA,GET,/submit_job/engineering,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_9 rv:5.0; tk-TM) AppleWebKit/533.22.1 (KHTML, like Gecko) Version/4.1 Safari/533.22.1",No Representative,AI Virtual Assistant,544.04,32,False,-1.0,Healthcare,engineering,New Visitor,Desktop,557,4,Windows,Chrome 120.0.4306.0,Wi-Fi,1440x900,False,Paid Ads,Awareness,0.0,0.0,N/A,-1.0,True,Canada
2025-01-03T01:01:07.178292,2025-01-03,01:01:07,196.15.83.81,AU,GET,/virtual_assistant,200,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/14.0.884.0 Mobile/00L276 Safari/533.1",No Representative,AI Virtual Assistant,676.03,70,False,-1.0,Tech,,New Visitor,Desktop,254,7,Windows,Chrome 100.0.4050.0,Cellular,1440x900,False,Organic Search,Consideration,0.8630299272657684,0.8977866884696988,Technical Support,5.0,True,Australia
2025-05-06T04:32:26.102698,2025-05-06,04:32:26,105.240.116.149,AU,POST,/request_demo,200,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/58.0.838.0 Safari/532.1",Emily Rodriguez,DEX Analytics Platform,1873.55,48,False,-1.0,Finance,,Returning Visitor,Mobile,115,1,Windows,Chrome 99.0.4550.0,Wi-Fi,1440x900,True,Direct,Decision,0.0,0.0,N/A,-1.0,True,Australia
2025-05-11T00:19:12.501486,2025-05-11,00:19:12,46.123.28.180,CA,GET,/request_demo,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mi-NZ) AppleWebKit/531.7.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.7.1",Sarah Johnson,AI Virtual Assistant,953.6,49,False,-1.0,Finance,,New Visitor,Desktop,424,3,iOS,Chrome 80.0.4921.0,Cellular,1366x768,False,Organic Search,Decision,0.0,0.0,N/A,-1.0,True,Canada
2025-03-07T20:48:23.079918,2025-03-07,20:48:23,120.52.252.37,CA,POST,/virtual_assistant,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/46.0.823.0 Mobile/80D623 Safari/536.2",No Representative,DEX Analytics Platform,2799.29,33,False,-1.0,Finance,,New Visitor,Mobile,240,5,Android,Chrome 95.0.4937.0,Fiber,1440x900,False,Referral,Consideration,0.5787996657605249,0.7839118654468255,Product Info,5.0,True,Canada
2025-03-12T10:48:01.992251,2025-03-12,10:48:01,18.234.244.1,BW,POST,/download/whitepaper,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/52.0.809.0 Safari/535.1",No Representative,Rapid Prototyping Suite,1693.66,48,False,-1.0,Education,,New Visitor,Mobile,219,2,iOS,Chrome 103.0.4787.0,Wi-Fi,1366x768,False,Direct,Awareness,0.0,0.0,N/A,-1.0,True,Botswana
2025-02-08T14:48:13.472975,2025-02-08,14:48:13,34.213.197.146,CN,GET,/virtual_assistant,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),No Representative,AI Virtual Assistant,647.42,52,True,17.0,Tech,,Returning Visitor,Mobile,62,4,iOS,Chrome 105.0.3495.0,Cellular,1440x900,False,Referral,Consideration,0.362469969869011,0.958582384138036,Technical Support,2.0,True,China
2024-12-13T05:51:47.119859,2024-12-13,05:51:47,125.137.238.36,DE,POST,/virtual_assistant,404,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/56.0.863.0 Safari/535.1",No Representative,AI Virtual Assistant,398.2,53,False,-1.0,Tech,,Returning Visitor,Desktop,346,4,Windows,Chrome 109.0.3163.0,Wi-Fi,1366x768,False,Social Media,Consideration,0.6320807528503404,0.6908853170010353,Troubleshooting,5.0,True,Germany
2025-03-31T01:15:28.386126,2025-03-31,01:15:28,166.184.99.86,CA,POST,/submit_job/engineering,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4 rv:4.0; bs-BA) AppleWebKit/531.14.5 (KHTML, like Gecko) Version/4.0 Safari/531.14.5",No Representative,DEX Analytics Platform,2603.4,39,False,-1.0,Finance,engineering,New Visitor,Desktop,559,3,Windows,Chrome 94.0.4557.0,Wi-Fi,2560x1440,False,Social Media,Consideration,0.0,0.0,N/A,-1.0,True,Canada
2024-11-19T17:41:49.089012,2024-11-19,17:41:49,214.80.152.87,BR,GET,/submit_job/design,200,Opera/8.30.(X11; Linux i686; sd-IN) Presto/2.9.189 Version/12.00,No Representative,Rapid Prototyping Suite,1375.05,59,False,-1.0,Manufacturing,engineering,Returning Visitor,Mobile,45,5,Windows,Chrome 120.0.4200.0,Cellular,1366x768,False,Referral,Awareness,0.0,0.0,N/A,-1.0,True,Brazil
2025-03-18T17:52:19.541557,2025-03-18,17:52:19,83.126.1.41,BW,POST,/submit_job/engineering,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.1),No Representative,AI-Powered Troubleshooting,882.52,43,True,29.0,Education,engineering,New Visitor,Desktop,410,3,Android,Chrome 93.0.1734.0,Wi-Fi,1920x1080,False,Direct,Consideration,0.0,0.0,N/A,-1.0,True,Botswana
2025-05-02T19:32:25.327487,2025-05-02,19:32:25,193.99.26.26,GB,GET,/submit_job/engineering,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.0),No Representative,Rapid Prototyping Suite,1357.66,67,False,-1.0,Tech,engineering,New Visitor,Desktop,576,4,Windows,Chrome 98.0.1136.0,Wi-Fi,1366x768,False,Referral,Awareness,0.0,0.0,N/A,-1.0,True,United Kingdom
